name,date,bytes,isdir,datenum,Folder,path,Tm,Tn,PC1,PC2
16bca8663c5780b327b60870ed61df3f898a05d8.jpg,4/11/16 19:21,113267,FALSE,736431.8069,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/16bca8663c5780b327b60870ed61df3f898a05d8.jpg,513,947,4.8967,2.152
16bf2f18a75b13f9b90c0d768fdbac28635bfd62.jpg,4/11/16 19:23,249154,FALSE,736431.8081,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/16bf2f18a75b13f9b90c0d768fdbac28635bfd62.jpg,1129,947,22.3499,0.37118
16f662ea0c1debae9f74cd74253da07df7878da3.jpg,4/11/16 19:23,135063,FALSE,736431.8078,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/16f662ea0c1debae9f74cd74253da07df7878da3.jpg,1369,947,-12.7402,-0.14524
17a827ad003c8ad0e47c5d3cfa24a0f73a7eb8dd.jpg,4/11/16 19:23,168387,FALSE,736431.8077,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/17a827ad003c8ad0e47c5d3cfa24a0f73a7eb8dd.jpg,941,947,32.1834,-0.72488
17c2092dfe376678d0ee495e39669c0ee84566a9.jpg,4/11/16 19:23,120581,FALSE,736431.8079,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/17c2092dfe376678d0ee495e39669c0ee84566a9.jpg,717,947,-12.7992,-0.32295
17ec33356375d0c8cb453c80da4f2405b34fec35.jpg,4/11/16 19:22,111861,FALSE,736431.807,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/17ec33356375d0c8cb453c80da4f2405b34fec35.jpg,1659,947,-12.904,-0.2559
181a9fd9f1806bc41d6811e5731a07328158274c.jpg,4/11/16 19:23,147574,FALSE,736431.8081,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/181a9fd9f1806bc41d6811e5731a07328158274c.jpg,945,947,-11.0705,-0.27982
1826f87bb08e4962aea6b871eb0953a37cebc0bd.jpg,4/11/16 19:23,108884,FALSE,736431.8079,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1826f87bb08e4962aea6b871eb0953a37cebc0bd.jpg,543,947,-4.1128,0.90834
182a4022c43350c91b9d1c4f5f1a2f3010ecac4c.jpg,4/11/16 19:23,187639,FALSE,736431.8081,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/182a4022c43350c91b9d1c4f5f1a2f3010ecac4c.jpg,1091,947,-11.8336,-0.22915
189311f77443d9b4b997a9404703c69506dcb846.jpg,4/11/16 19:23,71211,FALSE,736431.8077,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/189311f77443d9b4b997a9404703c69506dcb846.jpg,723,947,-9.6611,-0.11632
